Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IAG,Iamgold Corporation,5.02,$2.36B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag
IBA,"Industrias Bachoco, S.A. de C.V.",37.21,$1.86B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba
IBM,International Business Machines Corporation,126.21,$112.06B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
IBN,ICICI Bank Limited,9.85,$31.88B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
IBP,"Installed Building Products, Inc.",80.61,$2.4B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
ICD,"Independence Contract Drilling, Inc.",3.8,$19.01M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd
ICE,Intercontinental Exchange Inc.,94.54,$51.73B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice
ICL,ICL Group Ltd.,3.18,$4.07B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
IDA,"IDACORP, Inc.",92.14,$4.65B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida
IDE,"Voya Infrastructure, Industrials and Materials Fund",9.22,$177.75M,2010,n/a,n/a,https://old.nasdaq.com/symbol/ide
IDT,IDT Corporation,6.54,$173.63M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt
IEX,IDEX Corporation,169.56,$12.78B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
IFF,"International Flavors & Fragrances, Inc.",128.79,$13.77B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",46.47,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft
IFN,"India Fund, Inc. (The)",16.13,$433.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn
IFS,Intercorp Financial Services Inc.,25.27,$2.92B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
IGA,Voya Global Advantage and Premium Opportunity Fund,8.23,$150.65M,2005,n/a,n/a,https://old.nasdaq.com/symbol/iga
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,4.95,$480.53M,2005,n/a,n/a,https://old.nasdaq.com/symbol/igd
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,22.92,$248.44M,2009,n/a,n/a,https://old.nasdaq.com/symbol/igi
IGR,CBRE Clarion Global Real Estate Income Fund,6,$699.54M,2004,n/a,n/a,https://old.nasdaq.com/symbol/igr
IGT,International Game Technology,10.09,$2.06B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt
IHC,Independence Holding Company,31.98,$472.84M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc
IHD,Voya Emerging Markets High Income Dividend Equity Fund,6.51,$123.95M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ihd
IHG,Intercontinental Hotels Group,47.08,$8.6B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
IHIT,Invesco High Income 2023 Target Term Fund,7.73,$185.76M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,7.37,$64.7M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ihta
IID,Voya International High Dividend Equity Income Fund,4.22,$35.55M,2007,n/a,n/a,https://old.nasdaq.com/symbol/iid
IIF,"Morgan Stanley India Investment Fund, Inc.",16.85,$224.56M,1994,n/a,n/a,https://old.nasdaq.com/symbol/iif
IIM,Invesco Value Municipal Income Trust,14.87,$699.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iim
IIPR,"Innovative Industrial Properties, Inc.",95.63,$2.08B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
IMAX,Imax Corporation,12.64,$743.07M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax
INFO,IHS Markit Ltd.,79.94,$31.72B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
INFY,Infosys Limited,12.67,$53.74B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
ING,"ING Group, N.V.",7.37,$28.74B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing
INGR,Ingredion Incorporated,88.14,$5.9B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr
INN,"Summit Hotel Properties, Inc.",5.23,$552.3M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INSI,Insight Select Income Fund,21.21,$227.16M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi
INSP,"Inspire Medical Systems, Inc.",101.66,$2.71B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp
INSW,"International Seaways, Inc.",17.12,$493.81M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw
INT,World Fuel Services Corporation,24.09,$1.53B,n/a,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/int
INVH,Invitation Homes Inc.,28.01,$15.7B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,2.78,$41.8M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io
IP,International Paper Company,36.85,$14.48B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
IPG,"Interpublic Group of Companies, Inc. (The)",18.56,$7.23B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg
IPHI,Inphi Corporation,123.61,$5.96B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/iphi
IPI,"Intrepid Potash, Inc",0.8906,$118.41M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi
IPOB,Social Capital Hedosophia Holdings Corp. II,12,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipob
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipob.u
IPOB.WS,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipob.ws
IPOC,Social Capital Hedosophia Holdings Corp. III,11.07,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipoc
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.u
IPOC.WS,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.ws
IPV,InterPrivate Acquisition Corp.,10.02,$311.18M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipv
IPV.U,InterPrivate Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipv.u
IPV.WS,InterPrivate Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipv.ws
IQI,Invesco Quality Municipal Income Trust,12.36,$653.64M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iqi
IQV,"IQVIA Holdings, Inc.",162.28,$31.04B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv
IR,Ingersoll Rand Inc.,31.82,$13.26B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir
IRET,Investors Real Estate Trust,69.83,$849.54M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret
IRL,"New Ireland Fund, Inc. (The)",8.41,$41.37M,1990,n/a,n/a,https://old.nasdaq.com/symbol/irl
IRM,Iron Mountain Incorporated,27.75,$7.99B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm
IRR,Voya Natural Resources Equity Income Fund,2.51,$57.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/irr
IRS,IRSA Inversiones Y Representaciones S.A.,4.19,$242.47M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs
IRT,"Independence Realty Trust, Inc.",10.76,$1.02B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt
ISD,"PGIM High Yield Bond Fund, Inc.",13.59,$451.96M,2012,n/a,n/a,https://old.nasdaq.com/symbol/isd
IT,"Gartner, Inc.",125.37,$11.18B,1993,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/it
ITCB,Ita? CorpBanca,4.85,$1.66B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
ITGR,Integer Holdings Corporation,70.85,$2.33B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr
ITT,ITT Inc.,60.35,$5.21B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
ITUB,Itau Unibanco Banco Holding SA,5.36,$52.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITW,Illinois Tool Works Inc.,187.72,$59.31B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw
IVC,Invacare Corporation,6.92,$238.18M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc
IVH,Ivy High Income Opportunities Fund,11.92,$197.52M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
IVR,INVESCO MORTGAGE CAPITAL INC,3.24,$587.44M,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr
IVZ,Invesco Plc,10.71,$4.91B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
IX,Orix Corp Ads,57.17,$14.27B,n/a,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/ix
J,Jacobs Engineering Group Inc.,84.21,$10.96B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JAX,"J. Alexander&#39;s Holdings, Inc.",4.02,$60.35M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JBGS,JBG SMITH Properties,28.89,$3.86B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JBK,Lehman ABS Corporation,28.28,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
JBL,Jabil Inc.,33.78,$5.09B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
JBT,John Bean Technologies Corporation,90.69,$2.88B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt
JCAP,"Jernigan Capital, Inc.",13.47,$313.47M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap
JCE,Nuveen Core Equity Alpha Fund,12.65,$202.77M,2007,n/a,n/a,https://old.nasdaq.com/symbol/jce
JCI,Johnson Controls International plc,37.07,$27.57B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,8.18,$226.73M,2017,n/a,n/a,https://old.nasdaq.com/symbol/jco
JDD,Nuveen Diversified Dividend and Income Fund,7.7627,$153.21M,2003,n/a,n/a,https://old.nasdaq.com/symbol/jdd
JE,"Just Energy Group, Inc.",0.3948,$59.86M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
JEF,Jefferies Financial Group Inc.,16.78,$4.47B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",19.29,$1.94B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.2505,$103.26M,2017,n/a,n/a,https://old.nasdaq.com/symbol/jemd
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.73,$103.65M,1992,n/a,n/a,https://old.nasdaq.com/symbol/jeq
JFR,Nuveen Floating Rate Income Fund,7.97,$453.64M,2004,n/a,n/a,https://old.nasdaq.com/symbol/jfr
JGH,Nuveen Global High Income Fund,13.5,$312.89M,2014,n/a,n/a,https://old.nasdaq.com/symbol/jgh
JHAA,Nuveen High Income 2023 Target Term Fund,9.29,$72.64M,2018,n/a,n/a,https://old.nasdaq.com/symbol/jhaa
JHB,Nuveen High Income November 2021 Target Term Fund,9.02,$504.15M,2016,n/a,n/a,https://old.nasdaq.com/symbol/jhb
JHG,Janus Henderson Group plc,22.4,$4.14B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JHI,John Hancock Investors Trust,15.75,$137.14M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhi
JHS,John Hancock Income Securities Trust,15.23,$177.38M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhs
JHX,James Hardie Industries plc.,21.01,$9.31B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHY,Nuveen High Income 2020 Target Term Fund,9.37,$148.04M,2015,n/a,n/a,https://old.nasdaq.com/symbol/jhy
JIH,"Juniper Industrial Holdings, Inc.",10.33,$445.48M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jih
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/jih.u
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jih.ws
JILL,"J. Jill, Inc.",0.67,$30M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
JKS,JinkoSolar Holding Company Limited,20.29,$901.42M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks
JLL,Jones Lang LaSalle Incorporated,98.39,$5.08B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
JLS,Nuveen Mortgage and Income Fund,18.89,$103.66M,2009,n/a,n/a,https://old.nasdaq.com/symbol/jls
JMIA,Jumia Technologies AG,9.78,$766.83M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia
JMM,Nuveen Multi-Market Income Fund,6.8049,$64.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jmm
JMP,JMP Group LLC,2.64,$51.68M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
JNJ,Johnson & Johnson,147.18,$388.02B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj
JNPR,"Juniper Networks, Inc.",25.12,$8.32B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
JOE,St. Joe Company (The),20.19,$1.19B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe
JOF,Japan Smaller Capitalization Fund Inc,8.11,$229.79M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JP,Jupai Holdings Limited,1.8,$60.69M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
JPC,Nuveen Preferred & Income Opportunities Fund,8.52,$880.39M,2003,n/a,n/a,https://old.nasdaq.com/symbol/jpc
JPI,Nuveen Preferred and Income Term Fund,21.79,$495.88M,2012,n/a,n/a,https://old.nasdaq.com/symbol/jpi
JPM,J P Morgan Chase & Co,96.9,$295.31B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPS,Nuveen Preferred & Income Securities Fund,8.85,$1.8B,2002,n/a,n/a,https://old.nasdaq.com/symbol/jps
JPT,Nuveen Preferred and Income 2022 Term Fund,22.56,$154.22M,2017,n/a,n/a,https://old.nasdaq.com/symbol/jpt
JQC,Nuveen Credit Strategies Income Fund,5.88,$797.38M,2003,n/a,n/a,https://old.nasdaq.com/symbol/jqc
JRI,Nuveen Real Asset Income and Growth Fund,12.06,$331.28M,2012,n/a,n/a,https://old.nasdaq.com/symbol/jri
JRO,Nuveen Floating Rate Income Opportuntiy Fund,7.89,$319.87M,2004,n/a,n/a,https://old.nasdaq.com/symbol/jro
JRS,Nuveen Real Estate Fund,7.45,$215.25M,2001,n/a,n/a,https://old.nasdaq.com/symbol/jrs
JSD,Nuveen Short Duration Credit Opportunities Fund,11.55,$116.6M,2011,n/a,n/a,https://old.nasdaq.com/symbol/jsd
JT,Jianpu Technology Inc.,0.6001,$101.46M,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,8.21,$113.72M,2004,n/a,n/a,https://old.nasdaq.com/symbol/jta
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,13.055,$189.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jtd
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.b
JWN,"Nordstrom, Inc.",14.13,$2.22B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/jwn
JWS,Jaws Acquisition Corp.,11.24,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/jws
JWS.U,Jaws Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/jws.u
JWS.WS,Jaws Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jws.ws
K,Kellogg Company,69.97,$23.98B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k
KAI,Kadant Inc,117.1,$1.34B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai
KAMN,Kaman Corporation,40.4,$1.12B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
KAR,"KAR Auction Services, Inc",14.24,$1.84B,2009,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar
KB,KB Financial Group Inc,29.42,$11.61B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb
KBH,KB Home,34.65,$3.39B,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",22.41,$3.19B,2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr
KCAC.U,Kensington Capital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/kcac.u
KDMN,"Kadmon Holdings, Inc.",3.78,$604.9M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kdmn
KDP,Keurig Dr Pepper Inc.,30.96,$43.57B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
KEN,Kenon Holdings Ltd.,20.08,$1.08B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KEP,Korea Electric Power Corporation,7.93,$10.18B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KEX,Kirby Corporation,47.34,$2.84B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KEY,KeyCorp,12.09,$11.8B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEYS,Keysight Technologies Inc.,98.2,$18.37B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KF,"Korea Fund, Inc. (The)",27.87,$141.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kf
KFS,"Kingsway Financial Services, Inc.",2.6081,$59.23M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KFY,Korn Ferry ,28.78,$1.57B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KGC,Kinross Gold Corporation,8.71,$10.96B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KIM,Kimco Realty Corporation,10.71,$4.63B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KIO,KKR Income Opportunities Fund,12.81,$260.56M,2013,n/a,n/a,https://old.nasdaq.com/symbol/kio
KKR,KKR & Co. Inc.,35.2,$29.75B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KL,Kirkland Lake Gold Ltd.,50.63,$14.04B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KMB,Kimberly-Clark Corporation,147.38,$50.26B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KMF,"Kayne Anderson Midstream Energy Fund, Inc",4.36,$205.78M,2010,n/a,n/a,https://old.nasdaq.com/symbol/kmf
KMI,"Kinder Morgan, Inc.",14.2,$32.12B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KMPR,Kemper Corporation,77.49,$5.06B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,28.09,$2.33B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KMX,CarMax Inc,97.77,$15.94B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kmx
KN,Knowles Corporation,14.7,$1.35B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KNL,"Knoll, Inc.",11.61,$588.91M,2004,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,14.42,$471.45M,2013,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KNX,"Knight Transportation, Inc.",44.49,$7.56B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KO,Coca-Cola Company (The),48.48,$208.24B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ko
KODK,Eastman Kodak Company,2.62,$114.58M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk
KOF,Coca Cola Femsa S.A.B. de C.V.,42.15,$70.84B,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kof
KOP,Koppers Holdings Inc.,25.07,$526.01M,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KOS,Kosmos Energy Ltd.,1.68,$680.72M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KR,Kroger Company (The),34.76,$27.04B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRA,Kraton Corporation,17.97,$572.42M,2009,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KRC,Kilroy Realty Corporation,56.77,$6.53B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KREF,KKR Real Estate Finance Trust Inc.,16.29,$903.26M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KRG,Kite Realty Group Trust,9.59,$806.69M,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KRO,Kronos Worldwide Inc,11.4,$1.32B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KRP,Kimbell Royalty Partners,8.75,$523.17M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KSM,Scudder Strategic Municiple Income Trust,10.93,$122.46M,1989,n/a,n/a,https://old.nasdaq.com/symbol/ksm
KSS,Kohl&#39;s Corporation,19.78,$3.12B,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
KSU,Kansas City Southern,156.49,$14.76B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
KT,KT Corporation,9.82,$4.82B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
KTB,"Kontoor Brands, Inc.",19.63,$1.12B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KTF,Scudder Municiple Income Trust,11.18,$441.62M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ktf
KTH,Lehman ABS Corporation,32.51,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.2128,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
KW,Kennedy-Wilson Holdings Inc.,15.16,$2.18B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KWR,Quaker Chemical Corporation,203.17,$3.61B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kwr
KYN,Kayne Anderson MLP/Midstream Investment Company,4.79,$605.15M,2004,n/a,n/a,https://old.nasdaq.com/symbol/kyn
L,Loews Corporation,36.28,$10.21B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
LAC,Lithium Americas Corp.,6.62,$596.07M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
LAD,"Lithia Motors, Inc.",226.5,$5.16B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
LADR,Ladder Capital Corp,7.39,$890.47M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,2.89,$142.8M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LAZ,Lazard Ltd.,28.26,$2.95B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz
LB,"L Brands, Inc.",19.16,$5.32B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
LBRT,Liberty Oilfield Services Inc.,6.71,$757.79M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
LC,LendingClub Corporation,5.09,$355.63M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
LCI,Lannett Co Inc,5.69,$229.6M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci
LCII,LCI Industries ,121.55,$3.06B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii
LDL,"Lydall, Inc.",16.9,$299.04M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
LDOS,"Leidos Holdings, Inc.",90.16,$12.81B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",22.91,$661.36M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ldp
LEA,Lear Corporation,118.97,$7.13B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
LEAF,Leaf Group Ltd.,3.94,$105.24M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf
LEE,"Lee Enterprises, Incorporated",0.8643,$50.24M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
LEG,"Leggett & Platt, Incorporated",37.3,$4.93B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
LEJU,Leju Holdings Limited,3.45,$469.11M,2014,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
LEN,Lennar Corporation,73.03,$22.8B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
LEO,"BNY Mellon Strategic Municipals, Inc.",8.23,$511.99M,1987,n/a,n/a,https://old.nasdaq.com/symbol/leo
